t_total,mean_p,statistical_power
36.525,0.2632820013365804,0.15
60.927372121232146,0.17886495372907912,0.3
101.63298216561522,0.15771332232381272,0.6
169.53403214770674,0.08245043086941313,0.6
282.7998100992816,0.07242313021483869,0.85
471.73851514668644,0.020720945736683018,0.85
786.9072705341454,0.011049197327425478,0.95
1312.6404407046396,0.004295637933329026,1.0
2189.6162242899313,0.016450228798346987,0.95
3652.5,0.004334348345603801,1.0
